LakeNum,LakeName,County,Town,Area (ac),Area (ha),WshedArea (ac),WshedArea (ha),Wshed/Area,Zmax (ft),Zmax (m),Zmean (ft),"Zmean (m), orange=calc.",ZmeanCalc?,Residence,Years,Dlatitude,Dlongitude,Class,DamClass,Potable Water?,Swimming beach?,Fish impacts?,Invasive Plants?,Invasive Animals?,Distance to Nearby AIS (mi),Name of Nearest Infected Lake (fixed?),>1HAB Notification?,Multiple Years HAB Notification?,PotableWater PWL,Bathing  PWL,Recreation PWL,AquaticLife PWL,Aesthetics PWL,Habitat PWL,FishConsumption PWL,Date 1st HAB listing 18,Date Last HAB listing 18,#Wks HAB Notification 18,#Wks HAB Updates 18,#Wks HAB Updates 17,#Wks HAB Updates 16,#Wks HAB Updates 15,#Wks HAB Updates 14,#Wks HAB Updates 13,#Wks HAB Updates 12,Weed Management?,Lake Assn Name,Sampled >2011?,18 Samplers,CSLAP Region,Watershed,Exp Region,ExpRegion2,CSLAP,Sampled 2018?,Yrs Last 5,#Yrs>1HABsUpdates,Shore HABs PWS Score,Shore HABs Rec Score,Program,Zebras,Runoff (m),PWS-Days Closed,PWS-Treatments,PWS-MCL Violations,Beach-#Days Closures,Beach-Control measures,Algae Control Measures,Weed Control Measures,Plants,,
,Round Pond,Chenango,Smithville,24,10,,,,,,,,,,2018,42.39960,-75.83920,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Rushford Lake,Allegany,"Rushford, Caneadea",570,231,39043,15800,68.5,115.0,35.1,50.0,15.2,no,0.51,2016-2018,42.38060,-78.19270,B(T),C,no,The Park at Rushford Lake Beach; Rushford Lake Swim Area,,brittle naiad,common carp,0,,,,NA,Fully supported,Fully supported,Fully supported,Unknown,Fair,Impaired,NA,NA,0,0,0,0,0,0,0,0,,Rushford Lake Recreation District ,yes,"Daryl Stevenson, David Hirsch, Danny Harris, James Pomeroy",Western,Genesee River,Finger Lakes,western ny,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Russ Gray Pond,Delaware,Walton,6,3,426,172,66.3,5.9,1.8,,0.8,yes,,2014-2015,42.12153,-75.09582,C(TS),A,no,,,none reported,none reported,16.1,Somerset Lake,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Delaware River,Mid Atlantic,Mid Hudson,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
27,Sacandaga Lake,Hamilton,Lake Pleasant,1593,645,12776,5170,8.0,60.0,19.0,27.9,8.5,no,0.50,"1987-1991, 1997-2001, 2009-2013, 2017-2018",43.48906,-74.42242,AA,,yes,Camp Fowler,none reported,none reported,spiny waterflea,0,,,,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,0,0,0,0,0,0,0,0,,Lake Pleasant-Sacandaga Association,,,Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
114,Sagamore Lake,Putnam,Kent,115,47,4221,1708,36.7,,,7.5,2.3,no,0.11,1994-1997,41.47279,-73.78146,B,"A,B",no,,none reported,none reported,none reported,1.4,Lake Tibet,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Lake Sagamore Community Association,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Sand Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sanford Lake,Steuben,Bath,31,13,,,,28.9,8.8,,,,,2018,42.3308983,-77.1783981,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Saratoga Lake,Saratoga,"Saratoga, Malta, Stillwater",4032,1632,156174,63200,38.7,94.8,28.9,25.3,7.7,no,0.40,"1993-1997, 2005-2011, 2013, 2015-2018",43.01670,-73.74150,A,A,yes,Brown's Beach,none reported,Eurasian watermilfoil; Curly leafed pondweed; water chestnut,zebra mussels; common carp; goldfish,0,,"2013, 2015, 2017",yes,Fully supported,Fully supported,Stressed,Fully supported,Fair,Poor,Fully supported,21-Jul,29-Sep,5,4,4,1,2,0,2,0,herbicides,Saratoga Lake Association ,yes,"Karl Hardcastle, Neal Kramer, William LaMay",Central,Upper Hudson River,eastern Adk,Central NY,CSLAP,no,,3,2,3,CSLAP,yes,,,,,,,,,,,
,Schaghticoke Reservoir,Rensselaer,Schaghticoke,147,60,408320,165312,2773.7,13.1,4.0,,1.8,yes,,2012,42.892271,-73.588668,C,B,no,,,Water chestnut; Eurasian watermilfoil,none reported,2.3,Tomhannock Reservoir,,,NA,NA,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Upper Hudson River,eastern Adk,mid Hudson,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
34,Schroon Lake,Essex,Schroon,4128,1671,336070,136000,81.4,144.4,44.0,55.8,17.0,no,0.40,"1987-1995, 1997-2018",43.83065,-73.75552,AA,,yes,Word of Life Ranch and Ranger Camp; Word of Life Lakeside; Sand Point Beach; Adirondack Beach; Chamlar Lodge & Cottages; Word of Life Island; Word of Life Inn; Schroon Lake Beach; Terra Alta Cottages; Kish Duna Motel and Cabins; Ideal Campgrounds,none reported,Eurasian watermilfoil; Curly-leafed pondweed,rudd,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,0,0,0,0,1,0,0,0,,Schroon Lake Association ,yes,"Charles Harste, Glenn Repko, Peter White, Merritt Hulst, J. Fear, N. Chippendale",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
34.1,Schroon Lake-South,Warren,Horicon,3714,1503,201996,81743,54.4,157.4,48.0,,,no,,"1987-1995, 1997-2018",43.76026,-73.77958,AA,,yes,Word of Life Ranch and Ranger Camp; Word of Life Lakeside; Sand Point Beach; Adirondack Beach; Chamlar Lodge & Cottages; Word of Life Island; Word of Life Inn; Schroon Lake Beach; Terra Alta Cottages; Kish Duna Motel and Cabins; Ideal Campgrounds,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,0,0,0,0,1,0,0,0,physical,Schroon Lake Association ,yes,"Charles Harste, Glenn Repko, Peter White, Merritt Hulst, J. Fear, N. Chippendale",Adirondack,Upper Hudson River,eastern Adk,eastern Adk,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
,Science Lake,Cattaraugus,,4,1,1946,787,555.9,0.0,,,,yes,,2017,42.01089,-78.76631,C,A,no,,,none reported,none reported,5,Quaker Lake,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Seneca Lake,Seneca,Geneva,42648,17259,452458,183100,10.6,650.8,198.4,290.7,88.6,no,16.70,"1991-1996, 2017-2018",42.64167,-76.91838,multi,C,no,Arrowhead Beach; Back Achers Campsite; Seneca Drums Trailer Park; Camp Babcock-Hovey BSA; Gold Coast Trailer Park; Seneca Lake Youth Camp; Binghamton Boating Club; Smith Memorial Park and Campground; Lakeside Park; Seneca Lake Camp,none reported,Eurasian watermilfoil; Curly leafed pondweed,quagga mussels; zebra mussels; mud bithynia; scud; bloody-red shrimp; rudd,0,,"2015, 2016, 2017",yes,Threatened,Threatened,Fully supported,Fully supported,Good,Good,Fully supported,22-Sep,20-Oct,5,3,3,2,4,0,0,0,,Seneca Lake Pure Waters Association,,,,Seneca/Oneida/Oswego Rivers,,Finger Lakes,CSLAP,no,,3,2,3,CSLAP,no,,,,,1,,,,,,
138,Sepasco Lake,Dutchess,Red Hook,26,10,367,149,14.3,29.5,9.0,13.9,4.2,no,0.58,"1997-2001, 2003-2011, 2013-2018",41.95980,-73.83760,B,,no,"Ramapo for Children, Ramapo TR",none reported,Eurasian watermilfoil; water chestnut; brittle naiad,none reported,0,,2015,no,NA,Fully supported,Stressed,Stressed,Fair,Poor,Fully supported,NA,NA,0,0,0,0,3,0,0,0,herbicides,Sepasco Lake Association,yes,Carl Parris,Downstate,Lower Hudson River,Hudson Valley,mid Hudson,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
214,Shadow Lake,Westchester,Yorktown,6,3,148,60,23.1,8.9,2.7,4.2,1.3,no,0.09,2008-2010,41.20810,-73.81912,B,,no,,none reported,none reported,none reported,0.7,Teatown Lake,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
1002,Shaver Pond,Rensselaer,Grafton,13,5,346,140,26.9,60.0,18.2,28.0,8.4,no,0.50,1994-2003,42.11772,-73.54612,A(T),A,yes,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,Mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
187,Shawangunk Lake,Orange,Mount Hope,102,41,917,371,9.0,28.9,8.8,10.2,3.1,no,0.59,"2003-2005, 2008-2010,2018",41.44502,-74.50060,AA,C,yes,,none reported,none reported,none reported,5.2,Lake Guymard,,,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
193,Shenorock Lake,Westchester,Somers,13,5,988,400,76.9,7.5,2.3,3.5,1.1,no,0.02,2004-2009,41.32807,-73.74071,B,A,no,,none reported,none reported,none reported,1.2,Lake Lincolndale,,,NA,Stressed,Impaired,Stressed,Poor,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
55,Silver Lake,Clinton,Hawkeye,832,337,3638,1472,4.4,,,21.3,6.5,no,0.33,1989-1993,44.50529,-73.87722,A,,yes,Douglas Corporation of Silver Lake - Campground,none reported,none reported,none reported,2.0,Union Falls Pond,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lake Champlain,eastern Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
117,Silver Lake,St. Lawrence,Clifton,122,49,357,145,2.9,16.7,5.1,12.1,3.7,no,2.00,"1996-2000, 2002-2010, 2012-2018",44.22690,-74.82660,C(T),,no,,none reported,none reported,none reported,24.5,Stillwater Reservoir,,,NA,NA,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,1,0,0,1,,Silver Lake Shoreowners Association,yes,Daniel and Susan Heneka,Adirondack,St. Lawrence River,western Adk,western Adk,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
25,Silver Lake,Wyoming,"Perry, Castille",813,329,12924,5230,15.9,38.1,11.6,23.6,7.2,no,1.20,"1986-1991, 1995-1997, 2006-2013, 2015-2018",42.68720,-78.03480,A,B,yes,,none reported,Eurasian watermilfoil; Curly leafed pondweed,zebra mussels; rudd,0,,"2014, 2015, 2017",yes,Impaired,Stressed,Impaired,Fully supported,Poor,Fair,Fully supported,11-Aug,27-Oct,12,6,6,0,5,2,0,0,,Silver Lake Association ,yes,Frank Bright,Western,Genesee River,Finger Lakes,western NY,CSLAP,no,,3,2,3,CSLAP,yes,,,,,10,,,,,,
178,Sixberry Lake,Jefferson,Alexandria,128,52,865,350,6.8,89.9,27.4,45.9,14.0,no,4.53,"2001-2004, 2015-2018",44.27980,-75.77500,B,,no,,none reported,Eurasian watermilfoil,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,1,0,0,0,,Sixberry Lake Association,yes,"Earl and Ann Halback, Lorraine McMahon",Adirondack,St. Lawrence River,western Adk,western Adk,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
139,Skaneateles Lake,"Cayuga, Cortland, Onondaga",Skaneateles,8704,3522,47198,19100,5.4,296.8,90.5,145.0,44.2,no,16.10,"1997-2001, 2017-2018",42.85720,-76.35742,AA,C,yes,Skaneateles Country Club; Lourdes Camp; Clift Park Beach,none reported,Eurasian watermilfoil; Curly leafed pondweed,quagga mussels; zebra mussels; scud,0,,2017,no,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,15-Sep,13-Oct,5,4,4,0,0,0,0,0,physical,Skaneateles Lake Association,,,,Seneca/Oneida/Oswego Rivers,,Finger Lakes,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
223,Sleepy Hollow Lake,Greene,Athens,326,132,9020,3650,27.7,62.3,19.0,29.3,8.9,no,0.81,"2009-2013, 2015-2018",42.29440,-73.80690,A,C,yes,Sleep Hollow Lake Beach,none reported,Eurasian watermilfoil; water chestnut; Curly leafed pondweed; brittle naiad,zebra mussels,0,,2013,no,Threatened,Impaired,Stressed,Fully supported,Poor,Fair,Fully supported,NA,NA,0,0,0,0,0,1,4,0,herbicides,Sleepy Hollow Lake Association,yes,"Laurel Mann, Julia Stoddard, Karen Fusco, Mireille Cadorette",Central,Lower Hudson River,east central,mid Hudson,CSLAP,no,,1,1,0,CSLAP,yes,,,,,,,,,,,
190,Smith Pond,Steuben,Howard,45,18,354,143,7.9,26.2,8.0,12.3,3.8,no,1.25,"2004-2011, 2013-2018",42.38880,-77.47440,B,,no,,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,"2013, 2014, 2015, 2016",yes,NA,Impaired,Impaired,Fully supported,Poor,Poor,Fully supported,16-Jun,25-Aug,11,5,5,2,4,3,5,0,,Smith Pond Sportsmens Club,yes,"Luanne Dockstader, Cindy Smith, Beth Cartella",Western,Chemung River,Finger Lakes,Finger Lakes,CSLAP,no,,4,2,3,CSLAP,no,,,,,,,,,,,
140,Snyders Lake,Rensselaer,North Greenbush,109,44,791,320,7.3,39.0,12.0,18.0,5.5,no,1.60,"1995, 1997-2001, 2010-2011",42.66265,-73.63463,B,,no,Camp Scully; North Greenbush Town Beach,none reported,Eurasian watermilfoil; brittle naiad; Curly leafed pondweed,zebra mussels,0,,"2012, 2014, 2015",yes,NA,Fully supported,Stressed,Fully supported,Fair,Poor,Fully supported,NA,NA,0,0,0,0,5,2,0,3,,L.A.K.E. Association of Snyder's Lake,,,,Lower Hudson River,,mid Hudson,CSLAP,no,,3,2,3,CSLAP,yes,,,,,,,,,,,
49,Sodus Bay,Wayne,Sodus Point,3357,1359,474698,192100,141.4,45.9,14.0,12.8,3.9,no,1.10,"1988-1991, 2001-2005, 2013-2018",43.24830,-76.95850,B,,no,,none reported,Eurasian watermilfoil; water chestnut; variable watermilfoil; European frogbit,zebra mussels,0,,"2012, 2016",yes,NA,Stressed,Impaired,Unassessed,Fair,Unassessed,Stressed,30-Jun,30-Jun,1,1,1,4,1,1,1,2,,Save Our Sodus,yes,Al Fagan,Western,Lake Ontario,Ontario,Finger Lakes,CSLAP,no,,2,2,1,CSLAP,yes,,,,,,,,,,,
153,Somerset Lake,Delaware,Hamden,51,21,262,106,5.1,42.7,13.0,20.0,6.1,no,2.66,"1998-2010, 2012, 2014-2018",41.91020,-75.22900,B,,no,,none reported,Curly-leafed pondweed,none reported,0,,"2012, 2013",yes,NA,Fully supported,Threatened,Fully supported,Poor,Unassessed,Fully supported,NA,NA,0,0,0,0,0,0,3,4,,Somerset Lake Association,yes,"Wil Kamp, Cheryl Stockton",Downstate,Delaware River,Mid Atlantic,Central NY,CSLAP,no,,2,2,1,CSLAP,no,,,,,,,,,,,
212,Song Lake,Cortland,Tully,109,44,631,255,5.8,28.2,8.6,13.3,4.0,no,1.10,"2009-2012, 2014-2018",42.77230,-76.14940,B,,no,Camp Hoover,none reported,none reported,none reported,0.8,Tully Lake,"2012, 2013, 2014, 2015, 2016, 2017",yes,NA,Stressed,Stressed,Fully supported,Good,Good,Fully supported,2-Jun,22-Sep,4,2,2,5,5,6,3,5,carp,Song Lake Property Owners Association ,yes,"Carl Grillo, Tarki Heath, Terry and Donna Evans-Orr, Gloria Wright",Central,Susquehanna River,west central,Central NY,CSLAP,no,,6,2,3,CSLAP,no,,,,,,,,,,,
,Southerland Pond,Columbia,Chatham,35,14,,,,13.4,4.1,,,,,2018,42.4005,-73.5695,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,South Sandy Lake,Oswego,Pulaski,218,88,2459,995,11.3,22.3,6.8,,3.1,yes,,2016,43.6229666,-76.1864948,B,,no,,,Eurasian watermilfoil; variable watermilfoil; curly-leafed pondweed,none reported,0,,,,NA,NA,Fully supported,Fully supported,Good,Good,Stressed,NA,NA,0,0,0,1,0,0,0,0,,,yes,"June: David Kelley, David Neuman; July: David Kelley, BB; August: David Kelley, BB",,Lake Ontario,Ontario,Central NY,LCI,yes,,1,1,0,LCI,no,,,,,,,,,,,
118,Spitfire Lake,Franklin,Brighton,294,119,5301,2145,18.0,,,15.7,4.8,no,0.37,1996-2002,44.41585,-74.27127,AA,,yes,,none reported,none reported,none reported,7.7,Lake Colby,,,Unassessed,Threatened,Threatened,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
154,Spring Lake,Rensselaer,Sand Lake,26,10,99,40,3.8,35.1,10.7,13.1,4.0,no,1.70,"1998-2001, 2007-2011, 2014-2018",42.65350,-73.42150,B,,no,,none reported,none reported,none reported,8.1,Burden Lake,,,NA,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,physical,SPLAKE Inc.,yes,"Elizabeth Mastrianni, Stephen Frank, Patty Gatta",Central,Lower Hudson River,east central,mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
110,Star Lake,St. Lawrence,Fine,237,96,766,310,3.2,64.9,19.8,20.7,6.3,no,2.69,1994-1998,44.15668,-75.04505,AA(T),,yes,Haven - Star Lake Harbor,none reported,none reported,none reported,17.3,Lake Bonaparte,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,St. Lawrence River,western Adk,western Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Steele Reservoir (Amsterdam Water Supply),Saratoga,Providence,160,65,1426,577,8.9,,,,,yes,,2011,43.15777991,-74.05501372,AA,,yes,,,,,,,,,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Upper Hudson River,eastern Adk,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Stewarts Bridge Reservoir,Saratoga,,465,188,672000,271944,1443.9,,,,,yes,,2017,43.30572793,-73.90253042,C,C,no,Stewarts Pond Campsites,,Eurasian watermilfoil,spiny waterflea,0,,,,NA,Unassessed,Unassessed,Stressed,Unassessed,Stressed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stewarts Lake (Oswego?),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Stewarts Landing,Fulton,Stratford,82,33,23361,9454,285.6,9.5,2.9,4.5,1.4,no,0.00,1997-2001,43.15749,-74.54551,B,B,no,,none reported,brittle naiad,none reported,0,,,,NA,Fully supported,Fully supported,Fully supported,Good,Poor,Impaired,NA,NA,0,0,0,0,0,0,0,0,,Stewarts Landing Association,,,,Mohawk River,,eastern Adk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Stillwater Reservoir,Herkimer,Webb,6195,2507,109810,44457,17.7,32.1,9.8,6.2,1.9,no,0.14,2013,43.90192,-75.02438,C(T),C,no,,,Variable watermilfoil,none reported,0,,,,NA,NA,Fully supported,Fully supported,Good,Good,Impaired,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Black River,western Adk,western Adk,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Stillwell Lake,Orange,West Point,115,47,7801,3157,67.7,37.4,11.4,,5.2,yes,,2012,41.34426,-74.03263,A,C,yes,,,none reported,none reported,5.5,Wallace Pond,,,Fully supported,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Lower Hudson River,,lower Hudson,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
213,Stissing Lake,Dutchess,Pine Plains,70,29,1371,555,19.5,24.6,7.5,11.6,3.5,no,0.36,"2009-2012, 2014, 2017=2018",41.97147,-73.67366,B,,no,,none reported,Eurasian watermilfoil; Curly-leafed pondweed,none reported,0,,,,NA,Fully supported,Stressed,Fully supported,Fair,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,Stissing Lake Association,yes,,Downstate,Lower Hudson River,Hudson Valley,mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Stony Creek Reservoir,Saratoga,Rexford,366,148,7605,3078,20.8,34.4,10.5,,4.8,yes,,2015,42.807267,-73.816167,A,C,yes,,,Eurasian watermilfoil; water chestnut,none reported,0,,,,Threatened,Fully supported,Fully supported,Fully supported,Good,Good,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,yes,,,Mohawk River,,Mohawk,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Sturgeon Pool,Ulster,Ulster Park,211,86,500266,202447,2367.8,93.2,28.4,34.4,10.5,no,0.01,2012-2013,41.84765,-74.03964,B,C,no,Rifton Recreation and Training,,Eurasian watermilfoil,none reported,12.9,Sepasco Lake,2016,no,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,26-Aug,28-Oct,10,0,0,5,0,0,0,0,,,yes,,,Lower Hudson River,,mid Hudson,LCI,no,,1,1,0,LCI,no,,,,,,,,,,,
227,Sugar Pond,Westchester,Greenburgh,1,0,120,49,161.9,,,7.7,2.4,no,0.02,2011,40.99752,-73.86931,C,,no,,none reported,none reported,none reported,10.7,Congers Lake,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Sugarloaf Pond,Saratoga,Waterford,7,3,,,,3.0,0.9,,0.4,yes,,2015-2016,42.788677,-73.6981344,C,,no,,,water chestnut,none reported,6.1,Stony Creek Reservoir,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,,yes,"June: David Kelley, David Neuman; July: David Kelley, Rebecca Gorney, Komal Narwekar; August: Scott Kishbaugh, AD",,Mohawk River,,Mohawk,LCI,yes,,0,0,0,LCI,no,,,,,,,,,,,
142,Summit Lake,Schoharie,Blenheim,45,18,219,89,4.9,,,10.0,3.0,no,1.20,1997-2001,42.58316,-74.58167,B,B,no,,none reported,none reported,none reported,12.5,Engleville Pond - Upper,,,NA,Stressed,Impaired,Fully supported,Poor,Good,Fully supported,NA,NA,0,0,0,0,0,0,1,0,,Summit Lake Association,,,,Mohawk River,,Mohawk,CSLAP,no,,1,1,0,CSLAP,no,,,,,,,,,,,
75,Summit Lake,Washington,Argyle,83,34,707,286,8.5,32.2,9.8,13.5,4.1,no,0.95,"1990-1995, 1997, 2002-2003, 2015-2018",43.21020,-73.46320,A,A?,yes,,none reported,Eurasian watermilfoil; Curly leafed pondweed,none reported,0,,"2013, 2016",yes,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,8-Sep,22-Sep,3,1,1,0,0,0,0,0,mechanical,Summit Lake Association for Preservation,yes,"Mike and Karen Lockhart, Veronica Denio, Timothy Bearor",Central,Upper Hudson River,eastern Adk,Mohawk,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,Sunset Lake,Madison,Oneida,19,8,47,19,2.4,,,,,yes,,"2016, 2017",43.05715641,-75.60664737,B,,no,,,none reported,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,30-Jun,11-Aug,3,1,1,0,0,0,0,0,,,yes,"July: David Kelley, DH",,Seneca/Oneida/Oswego Rivers,,,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
,Swinging Bridge Reservoir,Sullivan,Monticello,858,347,75750,30654,88.3,120.0,36.6,37.7,11.5,no,0.12,2015,41.614177,-74.784521,B,C,no,,,none reported,common carp; green sunfish,0,,,,NA,Fully supported,Stressed,Fully Supported,Good,Good,Fully Supported,NA,NA,0,0,0,0,0,0,0,0,,Swinging Bridge Property Owners Association,yes,,,Delaware River,Mid Atlantic,Mid Hudson,LCI,no,,0,0,0,LCI,no,,,,,,,,,,,
181,Taconic Pond,Rensselaer,Grafton,32,13,283,115,8.8,32.8,10.0,15.4,4.7,no,2.67,"2002-2003, 2006-2007, 2009-2011, 2013-2018",42.73550,-73.41270,C(T),A,no,,none reported,none reported,none reported,4.0,Long Pond,,,NA,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,NA,NA,0,0,0,0,0,0,0,0,,Taconic Lake Association,yes,Paul Thomas,Central,Upper Hudson River,eastern Adk,mid Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
259,Tanglewood Lake,Steuben,Thurston,,,,,,9.8,3.0,,,,,,42.193635,-77.251116,,,,,,,,,,,,NA,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,Unassessed,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Teatown Lake,Westchester,Yorktown,38,16,713,289,18.6,10.8,3.3,4.3,1.3,no,0.13,"1997-2001, 2003-2010",41.21185,-73.83122,B,B,no,,none reported,Eurasian watermilfoil; European four leaf clover; water chesnut,none reported,0,,,,NA,Stressed,Impaired,Stressed,Poor,Fair,Fully supported,NA,NA,0,0,0,0,0,0,0,0,,,,,,Lower Hudson River,,lower Hudson,CSLAP,no,,0,0,0,CSLAP,no,,,,,,,,,,,
,The Lake in Central Park,New York,New York City,17,7,161,65,9.6,5.5,1.7,3.3,1.0,no,0.06,2014-2016,40.775738,-73.971765,B,,no,,,none reported,Common carp,0,,"2013, 2014, 2015, 2016, 2017",yes,NA,Fully supported,Stressed,Fully supported,Poor,Good,Fully supported,9-Jun,27-Oct,21,21,21,20,22,13,3,0,,,yes,,,Lower Hudson River,,NYC LI,LCI,yes,,5,2,3,LCI,no,,,,,,,,,,,
