OBJECTID_1,GNIS_ID,GNIS_Name,ReachCode,FType,FCode,SepticLoad,Developed,Agricultur,Forest,TotalLoad,wsAcres,LakeAcres,LkAreaLoad,PtSource,BasinName,BasNumber,Shape_Leng,NHDshort,Resolution,LakeID,FIN,County,Type,Water,Alt_Name,Beach,M_BAS_NAME,BASIN_NAME,LocationID,PWS,Class,PWL_ID,LocName,Lat,Long,AnthroLoad,YearSample,OBJECTID_12,PWL_ID_1,WIN,NAME,DESCRIPT,BASIN,WBTYPE,LGTH_AREA,WSUP_USEASMT,WSUP_DCMT,SHEL_USEASMT,SHEL_DCMT,BATH_USEASMT,BATH_DCMT,RECR_USEASMT,RECR_DCMT,CONS_USEASMT,CONS_DCMT,AQAT_USEASMT,AQAT_DCMT,HABH_USEASMT,AEST_USEASMT,WBCATGRY,MGMTSTAT,UPDATE_YR,FACT_SHEET
1196, , ,2.0401E+12,390,39004,0,7.531394,0,13.76622,21.2976,154.08,7.24117066,2.941183823,0,Delaware River Basin,14,0.0108679,2002970,0, , , , , , , , , , , , , , ,0,0,1.040077683, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1197, , ,2.0401E+12,390,39004,8.820891,2.894418,0,49.104706,60.82,503.094,6.554388252,9.279281706,0,Delaware River Basin,14,0.009570933,1014658,0, , , , , , , , , , , , , , ,0,0,1.787397016, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1198, , ,2.0401E+12,390,39004,2.940297,1.571256,0,27.354523,31.8661,290.162,10.3689,3.073235927,0,Delaware River Basin,14,0.013210768,1014629,0, , , , , , , , , , , , , , ,0,0,0.435106617, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1199, , ,2.0401E+12,390,39000,0,0,0,12.409613,12.4096,135.761,11.3287,1.095413684,0,Delaware River Basin,14,0.010218085,1005800,0, , , , , , , , , , , , , , ,0,0,-1.14753E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1200, , ,2.0401E+12,390,39004,1.470149,4.217581,8.295315,30.267891,44.2509,347.301,19.9554,2.217491807,0,Delaware River Basin,14,0.01287531,4010015,0, , , , , , , , , , , , , , ,0,0,0.70071304, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1201, , ,2.0401E+12,390,39004,8.820891,1.21093,13.010078,4.158777,27.2007,59.8662,7.404258866,3.673652892,0,Delaware River Basin,14,0.007593872,4007760,0, , , , , , , , , , , , , , ,0,0,3.111982363, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1202, , ,2.0401E+12,390,39000,30.8731,34.833437,717.978404,294.3836,1078.07,4187.21,11.1969,96.2828,0,Delaware River Basin,14,0.01290182,1005804,0, , , , , , , , , , , , , , ,0,0,69.9914, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1203,955530,Little Forked Lake,4.15031E+12,390,39004,1.470149,30.267344,0,1519.465942,1551.2,17047.8,618.6188485,2.507526951,0,St. Lawrence River Basin,9,0.250224601,5004965,0, , , , , , , , , , , , , , ,0,0,0.05129824, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1204, , ,4.15031E+12,390,39004,11.761188,28.743344,863.101935,265.049765,1168.66,4426.51,88.32182267,13.2318,0,St. Lawrence River Basin,9,0.130239286,9001117,0, , , , , , , , , , , , , , ,0,0,10.2309, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1205, , ,4.1503E+12,390,39004,1.470149,1.399953,13.988614,6.938708,23.7974,105.649,12.28204684,1.93757802,0,St. Lawrence River Basin,9,0.026549782,2006260,0, , , , , , , , , , , , , , ,0,0,1.372628864, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1206, , ,4.1503E+12,390,39004,0,0,0,2.157227,2.157227,32.0566,11.31403572,0.190668215,0,St. Lawrence River Basin,9,0.011237014,3002178,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1207, , ,4.1503E+12,390,39004,0,0,0,1.60124,1.60124,22.9424,6.419701824,0.249425915,0,St. Lawrence River Basin,9,0.010208098,3002173,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1208, , ,4.1503E+12,390,39004,0,0,0,16.457193,16.4572,202.495,36.05788047,0.456410437,0,St. Lawrence River Basin,9,0.027920622,3002168,0, , , , , , , , , , , , , , ,0,0,1.9413E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1209, , ,4.1503E+12,390,39004,0,17.01209,0,51.995834,69.0079,561.675,13.57815082,5.082277103,0,St. Lawrence River Basin,9,0.01025677,3002195,0, , , , , , , , , , , , , , ,0,0,1.252900062, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1210, , ,4.1503E+12,390,39009,0,5.085906,0,100.566793,105.653,1032.65,13.85754935,7.624197925,0,St. Lawrence River Basin,9,0.033714183,3001875,0, , , , , , , , , , , , , , ,0,0,0.367035099, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1211, , ,4.1503E+12,390,39009,0,0,0,17.435729,17.4357,199.019,31.23392727,0.558230441,0,St. Lawrence River Basin,9,0.02873407,3002234,0, , , , , , , , , , , , , , ,0,0,-9.28478E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1212, , ,4.1503E+12,390,39004,0,0.992372,0,10.986288,11.9787,121.727,8.4592801,1.416037755,0,St. Lawrence River Basin,9,0.009834428,3002157,0, , , , , , , , , , , , , , ,0,0,0.117316366, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1213, , ,4.1503E+12,390,39004,0,0,0,14.366685,14.3667,153.371,25.83339592,0.556128395,0,St. Lawrence River Basin,9,0.026657061,3002191,0, , , , , , , , , , , , , , ,0,0,5.8064E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1214, , ,4.1503E+12,390,39004,0,0,15.456418,68.630943,84.0874,723.536,8.721525544,9.641359138,0,St. Lawrence River Basin,9,0.012809515,3000679,0, , , , , , , , , , , , , , ,0,0,1.772219427, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1215, , ,4.1503E+12,390,39009,0,0,0,21.794661,21.7947,232.331,20.92551001,1.041535475,0,St. Lawrence River Basin,9,0.028205044,3000661,0, , , , , , , , , , , , , , ,0,0,1.86375E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1216, , ,4.1503E+12,390,39004,0,0,0.189035,1.60124,1.790276,24.1518,10.52971426,0.170021328,0,St. Lawrence River Basin,9,0.009087835,2006236,0, , , , , , , , , , , , , , ,0,0,0.017952624, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1217, , ,4.1503E+12,390,39009,0,12.256975,124.95235,15.500897,152.71,356.028,24.90670287,6.13129011,0,St. Lawrence River Basin,9,0.038919101,2001427,0, , , , , , , , , , , , , , ,0,0,5.508922787, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1218, , ,4.1503E+12,390,39004,0,0,0,3.513833,3.513833,41.5874,10.36032577,0.339162405,0,St. Lawrence River Basin,9,0.014216661,3002237,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1219, , ,4.1503E+12,390,39004,0,0,0,11.520035,11.52,124.938,17.55164938,0.656350566,0,St. Lawrence River Basin,9,0.019615528,2006356,0, , , , , , , , , , , , , , ,0,0,-1.99411E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1220, , ,4.1503E+12,390,39004,0,0,0.661624,3.424875,4.086499,39.9435,6.982464488,0.58525167,0,St. Lawrence River Basin,9,0.009290517,4003130,0, , , , , , , , , , , , , , ,0,0,0.094755083, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1221, , ,4.1503E+12,390,39004,0,0,0,14.077572,14.0776,147.689,6.654697977,2.115433645,0,St. Lawrence River Basin,9,0.012926701,2006307,0, , , , , , , , , , , , , , ,0,0,4.20755E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1222, , ,4.1503E+12,390,39004,0,0,0,40.83163,40.8316,420.127,14.72612157,2.772734818,0,St. Lawrence River Basin,9,0.012046087,2005053,0, , , , , , , , , , , , , , ,0,0,-2.0372E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1223,946341,Chain Ponds,4.15031E+12,390,39004,0,0,0,8.539949,8.539949,117.586,21.24215823,0.402028311,0,St. Lawrence River Basin,9,0.029040638,5001554,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1224, , ,4.15031E+12,390,39004,0,2.268279,0,2.201706,4.469984,32.6258,7.159704206,0.624325233,0,St. Lawrence River Basin,9,0.008348076,6003127,0, , , , , , , , , , , , , , ,0,0,0.316811691, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1225,977236,Lows Lake,4.15031E+12,390,39004,1.470149,22.79502,1.22873,1833.175624,1858.67,22274.3,26.74449585,69.4973,0,St. Lawrence River Basin,9,0.035902032,5004284,0, , , , , , , , , , , , , , ,0,0,0.95325693, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1226, , ,4.15031E+12,390,39004,1.470149,0.248093,0.289113,43.189012,45.1964,439.151,8.180525554,5.524873152,0,St. Lawrence River Basin,9,0.009297014,6003178,0, , , , , , , , , , , , , , ,0,0,0.24538619, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1227, , ,4.15031E+12,390,39004,0,0,0,9.540724,9.540724,100.613,8.18630387,1.16544953,0,St. Lawrence River Basin,9,0.011372292,5004448,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1228, , ,4.15031E+12,390,39004,0,16.929393,0,621.436951,638.366,6672.15,11.35763422,56.2059,0,St. Lawrence River Basin,9,0.014124647,5001401,0, , , , , , , , , , , , , , ,0,0,1.4905436, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1229, , ,4.15031E+12,390,39004,0,13.072138,0,53.79723,66.8694,593.178,10.09476654,6.62416181,0,St. Lawrence River Basin,9,0.009142688,5004181,0, , , , , , , , , , , , , , ,0,0,1.294945252, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1230, , ,4.15031E+12,390,39004,0,9.126278,0,50.505791,59.6321,542.806,16.31254229,3.655596286,0,St. Lawrence River Basin,9,0.018338463,5004184,0, , , , , , , , , , , , , , ,0,0,0.559465768, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1231, , ,4.15031E+12,390,39000,0,0,0,72.500607,72.5006,815.734,110.4279041,0.656542453,0,St. Lawrence River Basin,9,0.074874195,6003174,0, , , , , , , , , , , , , , ,0,0,-6.33898E-08, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1232, , ,4.15031E+12,390,39004,0,0,0,13.365909,13.3659,145.873,13.90933666,0.960930728,0,St. Lawrence River Basin,9,0.018811333,6003144,0, , , , , , , , , , , , , , ,0,0,-6.47047E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1233, , ,4.15031E+12,390,39004,0,0,0,6.07137,6.07137,67.8469,7.643072702,0.794362456,0,St. Lawrence River Basin,9,0.012206225,6002949,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1234, , ,4.15031E+12,390,39004,0,0,0,11.075246,11.0752,120.628,8.729907361,1.268655616,0,St. Lawrence River Basin,9,0.012796042,5001404,0, , , , , , , , , , , , , , ,0,0,-5.26924E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1235, , ,4.15031E+12,390,39004,0,0,0,3.847425,3.847425,44.1558,6.767034101,0.568554103,0,St. Lawrence River Basin,9,0.013702392,5004109,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1236, , ,4.15031E+12,390,39000,0,0,0,5.782257,5.782257,68.3518,14.30363805,0.404250791,0,St. Lawrence River Basin,9,0.022787127,9001089,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1237, , ,4.1503E+12,390,39004,0,0,0,0.82286,0.82286,14.7205,7.447324205,0.110490691,0,St. Lawrence River Basin,9,0.01009329,3002164,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1238, , ,4.1503E+12,390,39004,0,0,0,4.381172,4.381172,50.7836,7.717842336,0.567667984,0,St. Lawrence River Basin,9,0.014200124,3002177,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1239, , ,4.1503E+12,390,39004,0,0,2.173906,35.049373,37.2233,379.238,14.96679215,2.487057923,0,St. Lawrence River Basin,9,0.01650432,3002166,0, , , , , , , , , , , , , , ,0,0,0.145250029, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1240, , ,4.1503E+12,390,39009,0,0,0,11.386598,11.3866,114.438,11.73944654,0.969943341,0,St. Lawrence River Basin,9,0.019186885,3000647,0, , , , , , , , , , , , , , ,0,0,1.7037E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1241, , ,4.1503E+12,390,39009,0,0,0,17.79156,17.7916,191.736,32.81038023,0.542254002,0,St. Lawrence River Basin,9,0.022370763,3000621,0, , , , , , , , , , , , , , ,0,0,1.21913E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1242, , ,4.1503E+12,390,39009,0,0,0,139.196718,139.197,1410.8,13.61914406,10.2207,0,St. Lawrence River Basin,9,0.020277717,3000703,0, , , , , , , , , , , , , , ,0,0,2.07062E-05, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1243, , ,4.1503E+12,390,39004,0,0,0,15.122826,15.1228,156.382,16.48831603,0.917184385,0,St. Lawrence River Basin,9,0.016117724,2006257,0, , , , , , , , , , , , , , ,0,0,-1.57687E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1244, , ,4.1503E+12,390,39004,0,0,0,25.041621,25.0416,266.302,11.78665236,2.124574497,0,St. Lawrence River Basin,9,0.010553598,3002200,0, , , , , , , , , , , , , , ,0,0,-1.78168E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1245, , ,4.1503E+12,390,39004,11.761188,28.436182,365.333005,191.948693,597.479,2790.22,28.5716281,20.9116,0,St. Lawrence River Basin,9,0.027431447,2006184,0, , , , , , , , , , , , , , ,0,0,14.1935, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1246, , ,4.1503E+12,390,39004,1.470149,2.232837,0,75.19158,78.8946,783.839,20.51924776,3.844905374,0,St. Lawrence River Basin,9,0.021669714,2001531,0, , , , , , , , , , , , , , ,0,0,0.18046568, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1247, , ,4.1503E+12,390,39004,0,0,0,9.073696,9.073696,104.676,10.44978295,0.868314303,0,St. Lawrence River Basin,9,0.01649616,2006234,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1248, , ,4.1503E+12,390,39004,0,0,0,9.340569,9.340569,104.88,14.10306781,0.6623076,0,St. Lawrence River Basin,9,0.016612273,2006318,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1249, , ,4.1503E+12,390,39009,0,0,0,46.658366,46.6584,534.614,22.72813691,2.052890045,0,St. Lawrence River Basin,9,0.034172493,4003157,0, , , , , , , , , , , , , , ,0,0,1.49594E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1250, , ,4.1503E+12,390,39004,0,0,10.964049,8.873541,19.8376,115.832,6.608754673,3.001713633,0,St. Lawrence River Basin,9,0.013285927,4003132,0, , , , , , , , , , , , , , ,0,0,1.659020427, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1251, , ,4.1503E+12,390,39004,0,0,0,203.535446,203.535,2080.57,9.496225705,21.4333,0,St. Lawrence River Basin,9,0.031444384,2005529,0, , , , , , , , , , , , , , ,0,0,-0.000046966, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1252, , ,4.1503E+12,390,39004,0,0,0,12.765444,12.7654,146.31,28.03181952,0.455391202,0,St. Lawrence River Basin,9,0.044501315,4003141,0, , , , , , , , , , , , , , ,0,0,-1.56964E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1253, , ,4.1503E+12,390,39004,0,0,0,8.740104,8.740104,93.0883,11.06629309,0.789795095,0,St. Lawrence River Basin,9,0.018301793,4003137,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1254,943809,Bettner Ponds,4.15031E+12,390,39009,0,5.458046,0,103.346724,108.805,1134.17,72.80645367,1.494438536,0,St. Lawrence River Basin,9,0.051168153,5001474,0, , , , , , , , , , , , , , ,0,0,0.074969673, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1255, , ,4.15031E+12,390,39004,0,0,0,71.522071,71.5221,739.237,10.5961595,6.749810719,0,St. Lawrence River Basin,9,0.019998434,5004425,0, , , , , , , , , , , , , , ,0,0,2.73684E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1256, , ,4.15031E+12,390,39004,0,0,0,44.189787,44.1898,450.957,6.800049907,6.498450395,0,St. Lawrence River Basin,9,0.013472078,5003980,0, , , , , , , , , , , , , , ,0,0,1.91175E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1257, , ,4.15031E+12,390,39004,0,0,0,43.100054,43.1001,436.582,25.94272674,1.661354045,0,St. Lawrence River Basin,9,0.033429994,5001348,0, , , , , , , , , , , , , , ,0,0,1.77314E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1258, , ,4.15031E+12,390,39004,0,0,0,3.202481,3.202481,45.1733,13.78165603,0.232372727,0,St. Lawrence River Basin,9,0.017442864,5004377,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1259, , ,4.15031E+12,390,39004,0,0,0,5.64882,5.64882,62.5652,7.25122741,0.7790157,0,St. Lawrence River Basin,9,0.017822865,5001352,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1260, , ,4.1503E+12,390,39004,0,0,0,37.762586,37.7626,401.829,10.46519626,3.608397306,0,St. Lawrence River Basin,9,0.011452785,3002152,0, , , , , , , , , , , , , , ,0,0,1.33777E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1261, , ,4.1503E+12,390,39004,0,0,0,33.448133,33.4481,380.762,34.48632919,0.969895428,0,St. Lawrence River Basin,9,0.034516312,3002169,0, , , , , , , , , , , , , , ,0,0,-9.56901E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1262, , ,4.1503E+12,390,39009,0,0,0,3.958622,3.958622,40.0309,9.188291974,0.430833283,0,St. Lawrence River Basin,9,0.015511014,3000692,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1263, , ,4.1503E+12,390,39004,0,0,3.402636,31.780174,35.1828,364.924,12.04502133,2.920942108,0,St. Lawrence River Basin,9,0.014433143,3002159,0, , , , , , , , , , , , , , ,0,0,0.282492318, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1264, , ,4.1503E+12,390,39004,0,0.909674,1.417765,10.452542,12.78,143.555,43.79383562,0.291821459,0,St. Lawrence River Basin,9,0.035484033,3002161,0, , , , , , , , , , , , , , ,0,0,0.05314579, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1265, , ,4.1503E+12,390,39009,0,15.641672,0,50.194439,65.8361,542.642,9.116313584,7.221790956,0,St. Lawrence River Basin,9,0.013041546,3000694,0, , , , , , , , , , , , , , ,0,0,1.71578795, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1266, , ,4.1503E+12,390,39004,0,0,0,67.185378,67.1854,685.393,7.737685073,8.682878324,0,St. Lawrence River Basin,9,0.014736304,3000638,0, , , , , , , , , , , , , , ,0,0,2.84323E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1267, , ,4.1503E+12,390,39004,0,0,0.756141,64.516644,65.2728,681.047,25.14862379,2.595481429,0,St. Lawrence River Basin,9,0.051468535,2001619,0, , , , , , , , , , , , , , ,0,0,0.03006749, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1268, , ,4.1503E+12,390,39004,0,0,0,11.008528,11.0085,136.091,29.52311078,0.372878322,0,St. Lawrence River Basin,9,0.020494139,3002140,0, , , , , , , , , , , , , , ,0,0,-9.4841E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1269, , ,4.1503E+12,390,39004,1.470149,3.030279,13.643903,33.692767,51.8371,375.217,8.880288548,5.837321132,0,St. Lawrence River Basin,9,0.017986824,2006228,0, , , , , , , , , , , , , , ,0,0,2.043214351, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1270, , ,4.1503E+12,390,39004,1.470149,1.571256,0,337.461414,340.503,3415.37,37.23845963,9.143848091,0,St. Lawrence River Basin,9,0.031096011,3002250,0, , , , , , , , , , , , , , ,0,0,0.08167862, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1271, , ,4.1503E+12,390,39004,0,3.491023,0,36.494937,39.986,417.691,11.02641503,3.626379008,0,St. Lawrence River Basin,9,0.009057767,2001521,0, , , , , , , , , , , , , , ,0,0,0.316609069, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1272, , ,4.1503E+12,390,39004,16.171634,26.918089,276.98123,521.22599,841.297,6018.47,99.49156405,8.455962574,0,St. Lawrence River Basin,9,0.045652289,2006226,0, , , , , , , , , , , , , , ,0,0,3.217066824, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1273, , ,4.1503E+12,390,39004,0,1.724837,0.661624,47.992733,50.3792,520.283,28.84453783,1.746576572,0,St. Lawrence River Basin,9,0.027676026,4003129,0, , , , , , , , , , , , , , ,0,0,0.082735491, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1274, , ,4.1503E+12,390,39004,1.470149,4.052185,36.011229,14.299966,55.8335,255.386,25.93530644,2.152800088,0,St. Lawrence River Basin,9,0.025843468,2006265,0, , , , , , , , , , , , , , ,0,0,1.601428311, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1275, , ,4.1503E+12,390,39004,0,0,0,25.597607,25.5976,323.678,6.49046403,3.943879341,0,St. Lawrence River Basin,9,0.010184745,2005662,0, , , , , , , , , , , , , , ,0,0,-1.07851E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1276, , ,4.1503E+12,390,39004,0,0,0,18.836814,18.8368,196.632,28.38462973,0.663627258,0,St. Lawrence River Basin,9,0.014002299,4003142,0, , , , , , , , , , , , , , ,0,0,-4.93225E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1277, , ,4.1503E+12,390,39004,0,0,0,6.538398,6.538398,72.8707,9.427430331,0.693550392,0,St. Lawrence River Basin,9,0.015420093,4003140,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1278, , ,4.1503E+12,390,39004,0,0.082698,0,25.820001,25.9027,270.478,9.630496108,2.689653649,0,St. Lawrence River Basin,9,0.019759716,2005107,0, , , , , , , , , , , , , , ,0,0,0.0085872, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1279,976455,Hornet Ponds,4.15031E+12,390,39009,0,0,0,113.020885,113.021,1272.32,48.31786932,2.339111525,0,St. Lawrence River Basin,9,0.039787455,5004962,0, , , , , , , , , , , , , , ,0,0,2.38007E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1280, , ,4.15031E+12,390,39004,0,1.323163,0,25.753283,27.0764,267.794,8.639450149,3.134047368,0,St. Lawrence River Basin,9,0.020987702,5004497,0, , , , , , , , , , , , , , ,0,0,0.153148288, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1281,952757,High Pond,4.15031E+12,390,39004,0,0,0,5.003876,5.003876,99.5344,40.14178064,0.124655058,0,St. Lawrence River Basin,9,0.037303896,5001439,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1282, , ,4.15031E+12,390,39004,0,0,0,26.198072,26.1981,267.418,19.98362891,1.310976706,0,St. Lawrence River Basin,9,0.015106181,5001407,0, , , , , , , , , , , , , , ,0,0,1.40115E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1283,943185,Bay Pond,4.15031E+12,390,39004,2.940297,29.706181,0.094518,315.310922,348.052,3411.42,125.4879351,2.773588694,0,St. Lawrence River Basin,9,0.061858608,6001297,0, , , , , , , , , , , , , , ,0,0,0.260910166, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1284, , ,4.15031E+12,390,39004,0,0,0,24.685789,24.6858,256.303,23.93247744,1.031476539,0,St. Lawrence River Basin,9,0.035281593,5003998,0, , , , , , , , , , , , , , ,0,0,4.5963E-07, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1285, , ,4.15031E+12,390,39004,0,0,0,5.070595,5.070595,65.8076,14.44554795,0.351014376,0,St. Lawrence River Basin,9,0.014483149,5004326,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1286, , ,4.15031E+12,390,39004,0,0,0,12.92112,12.9211,128.49,8.000476041,1.615043897,0,St. Lawrence River Basin,9,0.014213307,5001385,0, , , , , , , , , , , , , , ,0,0,-2.49985E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1287, , ,4.15031E+12,390,39004,0,0,0,11.520035,11.52,114.855,6.931359542,1.662016655,0,St. Lawrence River Basin,9,0.012939262,5001392,0, , , , , , , , , , , , , , ,0,0,-5.04951E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1288, , ,4.15031E+12,390,39011,0,0,0,4.181017,4.181017,42.47,6.545783534,0.638734382,0,St. Lawrence River Basin,9,0.008977824,8000046,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1289, , ,4.1503E+12,390,39004,2.940297,15.818881,11.436637,150.449879,180.646,2023.84,273.0025373,0.661699693,0,St. Lawrence River Basin,9,0.089770507,2006329,0, , , , , , , , , , , , , , ,0,0,0.110607474, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1290, , ,4.1503E+12,390,39004,4.410446,10.177719,38.529847,56.799555,109.918,711.392,53.76511269,2.044403173,0,St. Lawrence River Basin,9,0.028778661,3000606,0, , , , , , , , , , , , , , ,0,0,0.987972355, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1291, , ,4.1503E+12,390,39004,39.69401,35.577715,112.854089,55.732062,243.858,999.661,10.49487777,23.2359,0,St. Lawrence River Basin,9,0.008551445,3001773,0, , , , , , , , , , , , , , ,0,0,17.9255, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1292, , ,4.1503E+12,390,39004,0,0,0,12.031542,12.0315,137.872,19.54719552,0.61551244,0,St. Lawrence River Basin,9,0.013487123,3002165,0, , , , , , , , , , , , , , ,0,0,-2.14865E-06, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1293, , ,4.1503E+12,390,39004,0,0,0,5.693299,5.693299,56.8281,7.230905409,0.78735631,0,St. Lawrence River Basin,9,0.009984731,2006243,0, , , , , , , , , , , , , , ,0,0,0, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
1294, , ,4.1503E+12,390,39009,0,0.992372,2.83553,28.199623,32.0275,368.062,94.89996367,0.33748721,0,St. Lawrence River Basin,9,0.061203887,3000645,0, , , , , , , , , , , , , , ,0,0,0.040335916, ,0,,,,,,,,,,,,,,,,,,,,,,,,,
