SAMPLE_NAME,Characteristic Name,resultvalue,resultunit,labnamecode,Lab Sample Name,,,,,,,,
18-78-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018219010,,,,,,,,
18-78-06,Chlorophyll a (probe relative fluorescence),109.80,µg/L,UFI,2018233008,,,,,,,,
18-78-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",82.70,µg/L,UFI,2018233008,,,,,,,,
18-78-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",20.30,µg/L,UFI,2018233008,,,,,,,,
18-78-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",6.70,µg/L,UFI,2018233008,,,,,,,,
18-78-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018233008,,,,,,,,
18-78-07,Chlorophyll a (probe relative fluorescence),34.90,µg/L,UFI,2018247009,,,,,,,,
18-78-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",23.30,µg/L,UFI,2018247009,,,,,,,,
18-78-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",7.20,µg/L,UFI,2018247009,,,,,,,,
18-78-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",4.40,µg/L,UFI,2018247009,,,,,,,,
18-78-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018247009,,,,,,,,
18-78-08,Chlorophyll a (probe relative fluorescence),12.20,µg/L,UFI,2018261071,,,,,,,,
18-78-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",6.30,µg/L,UFI,2018261071,,,,,,,,
18-78-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.70,µg/L,UFI,2018261071,,,,,,,,
18-78-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.90,µg/L,UFI,2018261071,,,,,,,,
18-78-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018261071,,,,,,,,
18-78-B1,Chlorophyll a (probe relative fluorescence),17194.80,µg/L,UFI,2018191050,,,,,,,,
18-78-B1,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",17107.20,µg/L,UFI,2018191050,,,,,,,,
18-78-B1,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",87.50,µg/L,UFI,2018191050,,,,,,,,
18-78-B1,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018191050,,,,,,,,
18-78-B1,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018191050,,,,,,,,
18-78-B2,Chlorophyll a (probe relative fluorescence),691.60,µg/L,UFI,2018205074,,,,,,,,
18-78-B2,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",657.10,µg/L,UFI,2018205074,,,,,,,,
18-78-B2,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",34.60,µg/L,UFI,2018205074,,,,,,,,
18-78-B2,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018205074,,,,,,,,
18-78-B2,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018205074,,,,,,,,
18-78-B3,Chlorophyll a (probe relative fluorescence),33.00,µg/L,UFI,2018233009,,,,,,,,
18-78-B3,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",25.30,µg/L,UFI,2018233009,,,,,,,,
18-78-B3,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",4.90,µg/L,UFI,2018233009,,,,,,,,
18-78-B3,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.80,µg/L,UFI,2018233009,,,,,,,,
18-78-B3,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018233009,,,,,,,,
18-78-B4,Chlorophyll a (probe relative fluorescence),596.30,µg/L,UFI,2018247010,,,,,,,,
18-78-B4,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",463.10,µg/L,UFI,2018247010,,,,,,,,
18-78-B4,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",78.10,µg/L,UFI,2018247010,,,,,,,,
18-78-B4,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",52.90,µg/L,UFI,2018247010,,,,,,,,
18-78-B4,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.30,µg/L,UFI,2018247010,,,,,,,,
18-78-B5,Chlorophyll a (probe relative fluorescence),76.90,µg/L,UFI,2018261070,,,,,,,,
18-78-B5,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",69.50,µg/L,UFI,2018261070,,,,,,,,
18-78-B5,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",7.50,µg/L,UFI,2018261070,,,,,,,,
18-78-B5,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018261070,,,,,,,,
18-78-B5,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018261070,,,,,,,,
18-8-01,Chlorophyll a (probe relative fluorescence),4.20,µg/L,UFI,2018171016,,,,,,,,
18-8-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",3.30,µg/L,UFI,2018171016,,,,,,,,
18-8-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.70,µg/L,UFI,2018171016,,,,,,,,
18-8-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018171016,,,,,,,,
18-8-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018171016,,,,,,,,
18-8-02,Chlorophyll a (probe relative fluorescence),1.70,µg/L,UFI,2018186012,,,,,,,,
18-8-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.80,µg/L,UFI,2018186012,,,,,,,,
18-8-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018186012,,,,,,,,
18-8-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018186012,,,,,,,,
18-8-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.10,µg/L,UFI,2018186012,,,,,,,,
18-8-03,Chlorophyll a (probe relative fluorescence),2.40,µg/L,UFI,2018200013,,,,,,,,
18-8-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.60,µg/L,UFI,2018200013,,,,,,,,
18-8-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.50,µg/L,UFI,2018200013,,,,,,,,
18-8-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.20,µg/L,UFI,2018200013,,,,,,,,
18-8-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018200013,,,,,,,,
18-8-04,Chlorophyll a (probe relative fluorescence),2.00,µg/L,UFI,2018213030,,,,,,,,
18-8-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.40,µg/L,UFI,2018213030,,,,,,,,
18-8-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018213030,,,,,,,,
18-8-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.20,µg/L,UFI,2018213030,,,,,,,,
18-8-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018213030,,,,,,,,
18-8-05,Chlorophyll a (probe relative fluorescence),2.70,µg/L,UFI,2018226059,,,,,,,,
18-8-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.40,µg/L,UFI,2018226059,,,,,,,,
18-8-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.90,µg/L,UFI,2018226059,,,,,,,,
18-8-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018226059,,,,,,,,
18-8-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018226059,,,,,,,,
18-8-06,Chlorophyll a (probe relative fluorescence),1.60,µg/L,UFI,2018249050,,,,,,,,
18-8-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.80,µg/L,UFI,2018249050,,,,,,,,
18-8-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018249050,,,,,,,,
18-8-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.30,µg/L,UFI,2018249050,,,,,,,,
18-8-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.10,µg/L,UFI,2018249050,,,,,,,,
18-8-07,Chlorophyll a (probe relative fluorescence),1.10,µg/L,UFI,2018261141,,,,,,,,
18-8-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.60,µg/L,UFI,2018261141,,,,,,,,
18-8-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.50,µg/L,UFI,2018261141,,,,,,,,
18-8-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.10,µg/L,UFI,2018261141,,,,,,,,
18-8-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018261141,,,,,,,,
18-8-08,Chlorophyll a (probe relative fluorescence),1.50,µg/L,UFI,2018275071,,,,,,,,
18-8-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.90,µg/L,UFI,2018275071,,,,,,,,
18-8-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.60,µg/L,UFI,2018275071,,,,,,,,
18-8-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018275071,,,,,,,,
18-8-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018275071,,,,,,,,
18-82-01,Chlorophyll a (probe relative fluorescence),8.70,µg/L,UFI,2018150014,,,,,,,,
18-82-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",5.30,µg/L,UFI,2018150014,,,,,,,,
18-82-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.40,µg/L,UFI,2018150014,,,,,,,,
18-82-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018150014,,,,,,,,
18-82-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018150014,,,,,,,,
18-82-02,Chlorophyll a (probe relative fluorescence),4.20,µg/L,UFI,2018163012,,,,,,,,
18-82-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",2.20,µg/L,UFI,2018163012,,,,,,,,
18-82-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.00,µg/L,UFI,2018163012,,,,,,,,
18-82-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018163012,,,,,,,,
18-82-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018163012,,,,,,,,
18-82-04,Chlorophyll a (probe relative fluorescence),2.60,µg/L,UFI,2018192034,,,,,,,,
18-82-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.00,µg/L,UFI,2018192034,,,,,,,,
18-82-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.70,µg/L,UFI,2018192034,,,,,,,,
18-82-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.60,µg/L,UFI,2018192034,,,,,,,,
18-82-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018192034,,,,,,,,
18-82-05,Chlorophyll a (probe relative fluorescence),2.40,µg/L,UFI,2018206064,,,,,,,,
18-82-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.60,µg/L,UFI,2018206064,,,,,,,,
18-82-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.80,µg/L,UFI,2018206064,,,,,,,,
18-82-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018206064,,,,,,,,
18-82-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018206064,,,,,,,,
18-82-06,Chlorophyll a (probe relative fluorescence),1.80,µg/L,UFI,2018220088,,,,,,,,
18-82-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.20,µg/L,UFI,2018220088,,,,,,,,
18-82-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.60,µg/L,UFI,2018220088,,,,,,,,
18-82-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018220088,,,,,,,,
18-82-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018220088,,,,,,,,
18-82-07,Chlorophyll a (probe relative fluorescence),1.80,µg/L,UFI,2018233106,,,,,,,,
18-82-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.80,µg/L,UFI,2018233106,,,,,,,,
18-82-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.60,µg/L,UFI,2018233106,,,,,,,,
18-82-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.40,µg/L,UFI,2018233106,,,,,,,,
18-82-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018233106,,,,,,,,
18-82-08,Chlorophyll a (probe relative fluorescence),1.30,µg/L,UFI,2018248142,,,,,,,,
18-82-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.90,µg/L,UFI,2018248142,,,,,,,,
18-82-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018248142,,,,,,,,
18-82-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018248142,,,,,,,,
18-82-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.05,µg/L,UFI,2018248142,,,,,,,,
18-83-01,Chlorophyll a (probe relative fluorescence),4.10,µg/L,UFI,2018155003,,,,,,,,
18-83-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.40,µg/L,UFI,2018155003,,,,,,,,
18-83-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.50,µg/L,UFI,2018155003,,,,,,,,
18-83-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018155003,,,,,,,,
18-83-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018155003,,,,,,,,
18-83-02,Chlorophyll a (probe relative fluorescence),3.20,µg/L,UFI,2018169003,,,,,,,,
18-83-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.20,µg/L,UFI,2018169003,,,,,,,,
18-83-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.60,µg/L,UFI,2018169003,,,,,,,,
18-83-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018169003,,,,,,,,
18-83-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018169003,,,,,,,,
18-83-03,Chlorophyll a (probe relative fluorescence),3.10,µg/L,UFI,2018183042,,,,,,,,
18-83-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.30,µg/L,UFI,2018183042,,,,,,,,
18-83-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.10,µg/L,UFI,2018183042,,,,,,,,
18-83-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.70,µg/L,UFI,2018183042,,,,,,,,
18-83-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018183042,,,,,,,,
18-83-04,Chlorophyll a (probe relative fluorescence),4.40,µg/L,UFI,2018204012,,,,,,,,
18-83-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.40,µg/L,UFI,2018204012,,,,,,,,
18-83-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.20,µg/L,UFI,2018204012,,,,,,,,
18-83-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018204012,,,,,,,,
18-83-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018204012,,,,,,,,
18-83-05,Chlorophyll a (probe relative fluorescence),7.60,µg/L,UFI,2018218025,,,,,,,,
18-83-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",3.70,µg/L,UFI,2018218025,,,,,,,,
18-83-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",2.50,µg/L,UFI,2018218025,,,,,,,,
18-83-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",1.10,µg/L,UFI,2018218025,,,,,,,,
18-83-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018218025,,,,,,,,
18-83-06,Chlorophyll a (probe relative fluorescence),5.20,µg/L,UFI,2018232006,,,,,,,,
18-83-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.80,µg/L,UFI,2018232006,,,,,,,,
18-83-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.30,µg/L,UFI,2018232006,,,,,,,,
18-83-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.70,µg/L,UFI,2018232006,,,,,,,,
18-83-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.50,µg/L,UFI,2018232006,,,,,,,,
18-83-07,Chlorophyll a (probe relative fluorescence),2.70,µg/L,UFI,2018247012,,,,,,,,
18-83-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.40,µg/L,UFI,2018247012,,,,,,,,
18-83-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.50,µg/L,UFI,2018247012,,,,,,,,
18-83-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018247012,,,,,,,,
18-83-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018247012,,,,,,,,
18-83-08,Chlorophyll a (probe relative fluorescence),4.00,µg/L,UFI,2018260032,,,,,,,,
18-83-08,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.00,µg/L,UFI,2018260032,,,,,,,,
18-83-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.80,µg/L,UFI,2018260032,,,,,,,,
18-83-08,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.70,µg/L,UFI,2018260032,,,,,,,,
18-83-08,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.60,µg/L,UFI,2018260032,,,,,,,,
18-83-99,Chlorophyll a (probe relative fluorescence),4.30,µg/L,UFI,2018166008,,,,,,,,
18-83-99,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",2.80,µg/L,UFI,2018166008,,,,,,,,
18-83-99,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.00,µg/L,UFI,2018166008,,,,,,,,
18-83-99,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018166008,,,,,,,,
18-83-99,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018166008,,,,,,,,
18-88-02,Chlorophyll a (probe relative fluorescence),1.60,µg/L,UFI,2018186024,,,,,,,,
18-88-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.90,µg/L,UFI,2018186024,,,,,,,,
18-88-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.50,µg/L,UFI,2018186024,,,,,,,,
18-88-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018186024,,,,,,,,
18-88-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018186024,,,,,,,,
18-88-03,Chlorophyll a (probe relative fluorescence),2.30,µg/L,UFI,2018199034,,,,,,,,
18-88-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.00,µg/L,UFI,2018199034,,,,,,,,
18-88-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.90,µg/L,UFI,2018199034,,,,,,,,
18-88-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.30,µg/L,UFI,2018199034,,,,,,,,
18-88-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.10,µg/L,UFI,2018199034,,,,,,,,
18-88-04,Chlorophyll a (probe relative fluorescence),2.30,µg/L,UFI,2018213039,,,,,,,,
18-88-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.80,µg/L,UFI,2018213039,,,,,,,,
18-88-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.80,µg/L,UFI,2018213039,,,,,,,,
18-88-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.40,µg/L,UFI,2018213039,,,,,,,,
18-88-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018213039,,,,,,,,
18-88-05,Chlorophyll a (probe relative fluorescence),3.10,µg/L,UFI,2018234067,,,,,,,,
18-88-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.50,µg/L,UFI,2018234067,,,,,,,,
18-88-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",1.00,µg/L,UFI,2018234067,,,,,,,,
18-88-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.50,µg/L,UFI,2018234067,,,,,,,,
18-88-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.20,µg/L,UFI,2018234067,,,,,,,,
18-88-06,Chlorophyll a (probe relative fluorescence),2.70,µg/L,UFI,2018249038,,,,,,,,
18-88-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",1.70,µg/L,UFI,2018249038,,,,,,,,
18-88-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.80,µg/L,UFI,2018249038,,,,,,,,
18-88-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.20,µg/L,UFI,2018249038,,,,,,,,
18-88-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018249038,,,,,,,,
18-88-07,Chlorophyll a (probe relative fluorescence),0.60,µg/L,UFI,2018263014,,,,,,,,
18-88-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",0.40,µg/L,UFI,2018263014,,,,,,,,
18-88-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.10,µg/L,UFI,2018263014,,,,,,,,
18-88-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",0.05,µg/L,UFI,2018263014,,,,,,,,
18-88-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018263014,,,,,,,,
18-89-01,Chlorophyll a (probe relative fluorescence),12.60,µg/L,UFI,2018172025,,,,,,,,
18-89-01,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",8.90,µg/L,UFI,2018172025,,,,,,,,
18-89-01,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",3.70,µg/L,UFI,2018172025,,,,,,,,
18-89-01,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018172025,,,,,,,,
18-89-01,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018172025,,,,,,,,
18-89-02,Chlorophyll a (probe relative fluorescence),24.90,µg/L,UFI,2018186023,,,,,,,,
18-89-02,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",16.00,µg/L,UFI,2018186023,,,,,,,,
18-89-02,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",8.90,µg/L,UFI,2018186023,,,,,,,,
18-89-02,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.05,µg/L,UFI,2018186023,,,,,,,,
18-89-02,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.05,µg/L,UFI,2018186023,,,,,,,,
18-89-03,Chlorophyll a (probe relative fluorescence),20.50,µg/L,UFI,2018199031,,,,,,,,
18-89-03,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",11.50,µg/L,UFI,2018199031,,,,,,,,
18-89-03,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",8.10,µg/L,UFI,2018199031,,,,,,,,
18-89-03,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",0.50,µg/L,UFI,2018199031,,,,,,,,
18-89-03,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018199031,,,,,,,,
18-89-04,Chlorophyll a (probe relative fluorescence),24.20,µg/L,UFI,2018212038,,,,,,,,
18-89-04,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",14.10,µg/L,UFI,2018212038,,,,,,,,
18-89-04,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",8.30,µg/L,UFI,2018212038,,,,,,,,
18-89-04,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",1.20,µg/L,UFI,2018212038,,,,,,,,
18-89-04,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.60,µg/L,UFI,2018212038,,,,,,,,
18-89-05,Chlorophyll a (probe relative fluorescence),42.50,µg/L,UFI,2018226053,,,,,,,,
18-89-05,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",29.70,µg/L,UFI,2018226053,,,,,,,,
18-89-05,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",9.70,µg/L,UFI,2018226053,,,,,,,,
18-89-05,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",2.60,µg/L,UFI,2018226053,,,,,,,,
18-89-05,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.50,µg/L,UFI,2018226053,,,,,,,,
18-89-06,Chlorophyll a (probe relative fluorescence),80.80,µg/L,UFI,2018242028,,,,,,,,
18-89-06,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",68.10,µg/L,UFI,2018242028,,,,,,,,
18-89-06,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",9.20,µg/L,UFI,2018242028,,,,,,,,
18-89-06,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",3.20,µg/L,UFI,2018242028,,,,,,,,
18-89-06,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.30,µg/L,UFI,2018242028,,,,,,,,
18-89-07,Chlorophyll a (probe relative fluorescence),61.80,µg/L,UFI,2018256042,,,,,,,,
18-89-07,"Chlorophyll a (probe) concentration, Chlorophyte (green algae)",31.90,µg/L,UFI,2018256042,,,,,,,,
18-89-07,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",20.20,µg/L,UFI,2018256042,,,,,,,,
18-89-07,"Chlorophyll a (probe) concentration, Cyanobacteria (bluegreen)",9.40,µg/L,UFI,2018256042,,,,,,,,
18-89-07,"Chlorophyll a (probe) concentration, Cryptophyta (cryptophytes)",0.40,µg/L,UFI,2018256042,,,,,,,,
18-89-08,Chlorophyll a (probe relative fluorescence),47.90,µg/L,UFI,2018269016,,,,,,,,
18-89-08,"Chlorophyll a (probe) concentration, Dinophyta (diatoms)",19.20,µg/L,UFI,2018269016,,,,,,,,
