"sample_delivery_group","sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","lab_matrix_code","analysis_location","basis","container_id","dilution_factor","prep_method","prep_date","leachate_method","leachate_date","lab_name_code","qc_level","lab_sample_id","percent_moisture","subsample_amount","subsample_amount_unit","analyst_name","instrument_id","comment.x","preservative","final_volume","final_volume_unit","cas_rn","chemical_name","result_value","result_error_delta","result_type_code","reportable_result","detect_flag","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","validated_yn","method_detection_limit","reporting_detection_limit","quantitation_limit","result_unit","detection_limit_unit","tic_retention_time","minimum_detectable_conc","counting_error","uncertainty","critical_value","validation_level","result_comment","qc_original_conc","qc_spike_added","qc_spike_measured","qc_spike_recovery","qc_dup_original_conc","qc_dup_spike_added","qc_dup_spike_measured","qc_dup_spike_recovery","qc_rpd","qc_spike_lcl","qc_spike_ucl","qc_rpd_cl","qc_spike_status","qc_dup_spike_status","qc_rpd_status","lab_sdg","X.data_provider","sample_name","sample_matrix_code","sample_type_code","sample_source","parent_sample_code","sample_date","sys_loc_code","start_depth","end_depth","depth_unit","chain_of_custody","sent_to_lab_date","sample_receipt_date","sampler","sampling_company_code","sampling_reason","sampling_technique","task_code","collection_quarter","composite_yn","composite_desc","sample_class","custom_field_1","custom_field_2","custom_field_3","comment.y"
"R1808470","18LHB346MS","E365.1","09/17/2018 09:57:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-016MS",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0497,NA,"SC","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",0.0261,0.025,0.0497,94,NA,NA,NA,NA,"",75,125,20,NA,NA,NA,"R1808470","ALSRNY","18LHB346","WA","MS","Lab","18LHB346","09/04/2018 10:00:00","18LHB346",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB346MSD","E353.2","09/13/2018 15:04:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-015DMS",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.513,NA,"SC","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,0.0049,0.5,0.513,102,"<1",75,125,20,NA,NA,NA,"R1808470","ALSRNY","18LHB346","WA","SD","Lab","18LHB346","09/04/2018 10:00:00","18LHB346",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB346MSD","E351.2","09/19/2018 16:57:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:56:00",NA,NA,"ALSRNY","quant","R1808470-015DMS",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",3.4,NA,"SC","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,1.27,2.5,3.4,86,"<1",75,125,20,NA,NA,NA,"R1808470","ALSRNY","18LHB346","WA","SD","Lab","18LHB346","09/04/2018 10:00:00","18LHB346",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB346MSD","E365.1","09/17/2018 09:58:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-016DMS",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0496,NA,"SC","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,0.0261,0.025,0.0496,94,"<1",75,125,20,NA,NA,NA,"R1808470","ALSRNY","18LHB346","WA","SD","Lab","18LHB346","09/04/2018 10:00:00","18LHB346",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","SM 2320 B","09/10/2018 17:29:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-001",NA,0,"mL",NA,NA,NA,NA,NA,"","ALK","ALKALINITY, TOTAL (AS CaCO3)",34,NA,"TRG","Yes","Y","",NA,"",NA,1,NA,2,"mg/l","mg/l",NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","D6919-09","09/13/2018 02:06:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-001",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,8e-04,8e-04,0.005,"mg/l","mg/l",NA,8e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","SM10200H","09/13/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,4,"","",NA,NA,"ALSRNY","quant","R1808470-001",NA,250,"mL",NA,NA,NA,NA,NA,"","479-61-8","Chlorophyll A",17.1,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,0.64,"ug/l","ug/l",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","SM2120B","09/05/2018 14:35:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-001",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",28,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,1,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","E353.2","09/13/2018 14:45:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-001",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",NA,NA,"TRG","Yes","N","U",NA,"U",NA,7e-04,7e-04,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","E351.2","09/19/2018 17:16:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:56:00",NA,NA,"ALSRNY","quant","R1808470-001",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",0.49,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","SM2120B","09/08/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-001",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.51,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","E365.1","09/17/2018 10:37:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-001",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0345,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","E300.0","09/11/2018 16:35:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808470-001",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",6.3,NA,"TRG","Yes","Y","",NA,"",NA,0.2,NA,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","SM5910B","09/06/2018 08:50:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-001",NA,1,"mL",NA,NA,NA,NA,1,"mL","UV254","UV 254",0.1,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"1/cm","1/cm",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","SM5310C","09/10/2018 20:26:00","D",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-002",NA,42,"mL",NA,NA,NA,NA,42,"mL","DOC","Carbon, Dissolved Organic (DOC)",4.7,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347","E365.1","09/17/2018 09:46:00","D",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-002",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.0064,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","N","Field","","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347MS","E353.2","09/13/2018 14:47:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-001MS",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.542,NA,"SC","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",0,0.5,0.542,108,NA,NA,NA,NA,"",75,125,20,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","MS","Lab","18LHB347","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB347MSD","E353.2","09/13/2018 14:48:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-001DMS",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.545,NA,"SC","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,0,0.5,0.545,109,"<1",75,125,20,NA,NA,NA,"R1808470","ALSRNY","18LHB347","WA","SD","Lab","18LHB347","09/04/2018 11:05:00","18LHB347",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","D6919-09","09/13/2018 18:41:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808470-003",NA,10,"mL",NA,NA,NA,NA,10,"mL","7664-41-7","Nitrogen, ammonia (As N)",1.89,NA,"TRG","Yes","Y","",NA,"",NA,0.008,NA,0.05,"mg/l","mg/l",NA,0.008,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","SM2120B","09/05/2018 14:35:00","T",NA,"initial","WA","LB",NA,NA,25,"","",NA,NA,"ALSRNY","quant","R1808470-003",NA,0,"mL",NA,NA,NA,NA,NA,"","COLOR","Color, True",550,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,25,"color unit","color unit",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","E353.2","09/13/2018 14:49:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-003",NA,10,"mL",NA,NA,NA,NA,10,"mL","NO3NO2N","Nitrate+Nitrite as Nitrogen",0.0254,NA,"TRG","Yes","Y","",NA,"",NA,7e-04,NA,0.002,"mg/l","mg/l",NA,7e-04,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","E351.2","09/19/2018 16:25:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/18/2018 20:56:00",NA,NA,"ALSRNY","quant","R1808470-003",NA,20,"mL",NA,NA,NA,NA,20,"mL","KN","NITROGEN, KJELDAHL, TOTAL",2.9,NA,"TRG","Yes","Y","",NA,"",NA,0.08,NA,0.1,"mg/l","mg/l",NA,0.08,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","SM2120B","09/08/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,25,"","",NA,NA,"ALSRNY","quant","R1808470-003",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.35,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","E365.1","09/17/2018 10:38:00","T",NA,"initial","WA","LB",NA,NA,5,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-003",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.356,NA,"TRG","Yes","Y","",NA,"",NA,0.01,NA,0.025,"mg/l","mg/l",NA,0.01,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","E300.0","09/11/2018 16:41:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808470-003",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",NA,NA,"TRG","Yes","N","U",NA,"U",NA,0.2,0.2,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"not detected",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","SM5910B","09/06/2018 08:50:00","T",NA,"initial","WA","LB",NA,NA,2,"","",NA,NA,"ALSRNY","quant","R1808470-003",NA,1,"mL",NA,NA,NA,NA,1,"mL","UV254","UV 254",0.936,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"1/cm","1/cm",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","SM5310C","09/10/2018 21:07:00","D",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-004",NA,42,"mL",NA,NA,NA,NA,42,"mL","DOC","Carbon, Dissolved Organic (DOC)",10.1,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","E365.1","09/17/2018 09:47:00","D",NA,"initial","WA","LB",NA,NA,5,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-004",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, DISSOLVED (AS P)",0.229,NA,"TRG","Yes","Y","",NA,"",NA,0.01,NA,0.025,"mg/l","mg/l",NA,0.01,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","E200.8","09/12/2018 14:58:00","T",NA,"initial","WA","LB",NA,NA,1,"E200.0","09/10/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808470-003",NA,10,"mL",NA,NA,NA,NA,10,"mL","7440-38-2","Arsenic",4.2,NA,"TRG","Yes","Y","",NA,"",NA,0.39,NA,1,"ug/l","ug/l",NA,0.39,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","E200.7","09/10/2018 20:58:00","T",NA,"initial","WA","LB",NA,NA,1,"SW3010A","09/07/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808470-003",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-89-6","Iron",14600,NA,"TRG","Yes","Y","",NA,"",NA,13,NA,100,"ug/l","ug/l",NA,13,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB348","E200.7","09/10/2018 20:58:00","T",NA,"initial","WA","LB",NA,NA,1,"SW3010A","09/07/2018 00:00:00",NA,NA,"ALSRNY","quant","R1808470-003",NA,10,"mL",NA,NA,NA,NA,10,"mL","7439-96-5","Manganese",5810,NA,"TRG","Yes","Y","",NA,"",NA,1.7,NA,10,"ug/l","ug/l",NA,1.7,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB348","WA","N","Field","","09/04/2018 11:00:00","18LHB348",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","SM2120B","09/08/2018 08:30:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-009",NA,0,"mL",NA,NA,NA,NA,NA,"","PHCOLOR","pH of Color Analysis",7.57,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"pH units","pH units",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","E365.1","09/17/2018 10:42:00","T",NA,"initial","WA","LB",NA,NA,1,"METHOD","09/14/2018 14:52:00",NA,NA,"ALSRNY","quant","R1808470-009",NA,20,"mL",NA,NA,NA,NA,20,"mL","7723-14-0","PHOSPHORUS, TOTAL (AS P)",0.0271,NA,"TRG","Yes","Y","",NA,"",NA,0.002,NA,0.005,"mg/l","mg/l",NA,0.002,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","E300.0","09/11/2018 16:56:00","T",NA,"initial","WA","LB",NA,NA,10,"","",NA,NA,"ALSRNY","quant","R1808470-009",NA,10,"mL",NA,NA,NA,NA,10,"mL","14808-79-8","SULFATE (AS SO4)",5.8,NA,"TRG","Yes","Y","",NA,"",NA,0.2,NA,2,"mg/l","mg/l",NA,0.2,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","SM5910B","09/06/2018 08:50:00","T",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-009",NA,1,"mL",NA,NA,NA,NA,1,"mL","UV254","UV 254",0.159,NA,"TRG","Yes","Y","",NA,"",NA,NA,NA,NA,"1/cm","1/cm",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
"R1808470","18LHB349","SM5310C","09/10/2018 22:52:00","D",NA,"initial","WA","LB",NA,NA,1,"","",NA,NA,"ALSRNY","quant","R1808470-010",NA,42,"mL",NA,NA,NA,NA,42,"mL","DOC","Carbon, Dissolved Organic (DOC)",5.9,NA,"TRG","Yes","Y","",NA,"",NA,0.05,NA,1,"mg/l","mg/l",NA,0.05,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"R1808470","ALSRNY","18LHB349","WA","N","Field","","09/04/2018 09:10:00","18LHB349",NA,NA,NA,NA,NA,"09/05/2018",NA,"NYSDEC",NA,NA,"SC",NA,"n",NA,NA,NA,NA,NA,NA
